class,XX1_1,YY1_1,XX2_1,YY2_1,SIZE_1,DIAG_1,XX1_2,YY1_2,XX2_2,YY2_2,SIZE_2,DIAG_2,XX3_1,YY1_3,XX2_3,YY2_3,SIZE_3,DIAG_3,XX1_4,YY1_4,XX2_4,YY2_4,SIZE_4,DIAG_4,XX1_5,YY1_5,XX2_5,YY2_5,SIZE_5,DIAG_5
7,0,0,0,21,21.00,49.24,19,0,20,25,25.02,49.24,0,21,20,25,20.40,49.24,0,21,0,45,24.00,49.24,20,25,19,38,13.04,49.24
4,0,0,0,20,20.00,38.21,0,20,1,26,6.08,38.21,0,20,20,22,20.10,38.21,1,26,26,28,25.08,38.21,0,0,18,2,18.11,38.21
9,0,0,0,36,36.00,57.94,0,36,0,54,18.00,57.94,0,54,21,40,25.24,57.94,21,40,21,23,17.00,57.94,21,23,0,6,27.02,57.94
1,0,0,0,8,8.00,29.21,23,0,23,13,13.00,29.21,0,8,23,13,23.54,29.21,0,8,15,18,18.03,29.21,23,13,15,18,9.43,29.21
3,0,0,1,32,32.02,41.23,1,32,21,24,21.54,41.23,21,24,26,16,9.43,41.23,26,16,21,8,9.43,41.23,21,8,0,0,22.47,41.23
4,0,0,0,20,20.00,43.93,0,20,0,31,11.00,43.93,0,20,27,18,27.07,43.93,0,31,13,30,13.04,43.93,0,0,29,-2,29.07,43.93
3,0,0,2,36,36.06,45.61,2,36,16,27,16.64,45.61,16,27,28,18,15.00,45.61,28,18,16,9,15.00,45.61,16,9,0,0,18.36,45.61
4,0,0,0,7,7.00,44.05,0,7,2,30,23.09,44.05,0,7,20,7,20.00,44.05,2,30,28,32,26.08,44.05,0,0,6,-2,6.32,44.05
7,0,0,0,7,7.00,32.98,6,0,8,12,12.17,32.98,0,7,8,12,9.43,32.98,0,7,1,27,20.02,32.98,8,12,7,32,20.02,32.98
7,0,0,0,20,20.00,40.16,13,0,13,10,10.00,40.16,0,20,13,10,16.40,40.16,0,20,2,38,18.11,40.16,13,10,11,17,7.28,40.16
7,0,0,0,13,13.00,30.68,8,0,10,16,16.12,30.68,0,13,10,16,10.44,30.68,0,13,0,22,9.00,30.68,10,16,10,29,13.00,30.68
2,17,0,1,4,16.49,29.41,1,4,0,8,4.12,29.41,0,8,0,16,8.00,29.41,0,16,1,20,4.12,29.41,1,20,17,24,16.49,29.41
7,0,0,0,10,10.00,37.12,16,0,17,12,12.04,37.12,0,10,17,12,17.12,37.12,0,10,0,33,23.00,37.12,17,12,17,22,10.00,37.12
1,0,0,0,18,18.00,39.85,11,0,12,10,10.05,39.85,0,18,12,10,14.42,39.85,0,18,6,38,20.88,39.85,12,10,6,38,28.64,39.85
7,0,0,0,23,23.00,52.00,18,0,20,15,15.13,52.00,0,23,20,15,21.54,52.00,0,23,0,48,25.00,52.00,20,15,19,32,17.03,52.00
7,0,0,0,12,12.00,44.10,21,0,22,10,10.05,44.10,0,12,22,10,22.09,44.10,0,12,2,37,25.08,44.10,22,10,24,19,9.22,44.10
9,0,0,0,28,28.00,35.69,0,28,1,35,7.07,35.69,1,35,7,30,7.81,35.69,7,30,7,24,6.00,35.69,7,24,0,18,9.22,35.69
7,0,0,0,16,16.00,45.49,25,0,25,14,14.00,45.49,0,16,25,14,25.08,45.49,0,16,1,38,22.02,45.49,25,14,23,34,20.10,45.49
7,0,0,0,8,8.00,25.55,12,0,12,9,9.00,25.55,0,8,12,9,12.04,25.55,0,8,2,21,13.15,25.55,12,9,13,22,13.04,25.55
6,17,0,0,13,21.40,42.94,0,13,0,26,13.00,42.94,0,26,17,38,20.81,42.94,17,0,18,8,8.06,42.94,20,8,15,8,5.00,42.94
4,0,0,0,18,18.00,35.81,0,18,0,29,11.00,35.81,0,18,10,18,10.00,35.81,0,29,10,29,10.00,35.81,0,0,21,0,21.00,35.81
7,0,0,0,19,19.00,46.14,23,0,23,14,14.00,46.14,0,19,23,14,23.54,46.14,0,19,0,40,21.00,46.14,23,14,22,31,17.03,46.14
6,19,0,0,15,24.21,48.75,0,15,0,30,15.00,48.75,0,30,19,44,23.60,48.75,19,0,19,6,6.00,48.75,21,6,15,6,6.00,48.75
1,0,0,0,8,8.00,22.20,11,0,13,7,7.28,22.20,0,8,13,7,13.04,22.20,0,8,11,18,14.87,22.20,13,7,11,18,11.18,22.20
7,0,0,0,21,21.00,39.22,10,0,12,11,11.18,39.22,0,21,12,11,15.62,39.22,0,21,0,37,16.00,39.22,12,11,13,19,8.06,39.22
4,0,0,0,20,20.00,38.29,0,20,1,27,7.07,38.29,0,20,16,19,16.03,38.29,1,27,25,29,24.08,38.29,0,0,7,1,7.07,38.29
2,12,0,3,4,9.85,26.83,3,4,0,8,5.00,26.83,0,8,0,16,8.00,26.83,0,16,3,20,5.00,26.83,3,20,12,24,9.85,26.83
7,0,0,0,13,13.00,49.24,24,0,24,18,18.00,49.24,0,13,24,18,24.52,49.24,0,13,0,20,7.00,49.24,24,18,24,43,25.00,49.24
7,0,0,0,9,9.00,31.62,14,0,16,9,9.22,31.62,0,9,16,9,16.00,31.62,0,9,2,26,17.12,31.62,16,9,18,25,16.12,31.62
9,0,0,0,33,33.00,43.68,0,33,2,42,9.22,43.68,2,42,12,36,11.66,43.68,12,36,12,28,8.00,43.68,12,28,0,20,14.42,43.68
7,0,0,0,14,14.00,37.80,21,0,23,12,12.17,37.80,0,14,23,12,23.09,37.80,0,14,2,23,9.22,37.80,23,12,23,30,18.00,37.80
2,14,0,7,4,8.06,27.78,7,4,0,8,8.06,27.78,0,8,0,16,8.00,27.78,0,16,7,20,8.06,27.78,7,20,14,24,8.06,27.78
1,0,0,0,18,18.00,36.67,6,0,7,10,10.05,36.67,0,18,7,10,10.63,36.67,0,18,2,36,18.11,36.67,7,10,2,36,26.48,36.67
7,0,0,0,6,6.00,33.60,25,0,27,9,9.22,33.60,0,6,27,9,27.17,33.60,0,6,0,12,6.00,33.60,27,9,25,20,11.18,33.60
4,0,0,0,19,19.00,32.65,0,19,1,29,10.05,32.65,0,19,14,21,14.14,32.65,1,29,15,29,14.00,32.65,0,0,13,0,13.00,32.65
9,0,0,0,37,37.00,58.69,0,37,2,57,20.10,58.69,2,57,14,48,15.00,58.69,14,48,14,38,10.00,58.69,14,38,0,28,17.20,58.69
2,17,0,9,6,10.00,38.01,9,6,0,12,10.82,38.01,0,12,0,23,11.00,38.01,0,23,9,29,10.82,38.01,9,29,17,34,9.43,38.01
7,0,0,0,18,18.00,31.62,9,0,10,6,6.08,31.62,0,18,10,6,15.62,31.62,0,18,2,30,12.17,31.62,10,6,9,24,18.03,31.62
4,0,0,0,25,25.00,46.01,0,25,1,34,9.06,46.01,0,25,31,25,31.00,46.01,1,34,13,32,12.17,46.01,0,0,19,2,19.10,46.01
2,10,0,1,3,9.49,22.36,1,3,0,6,3.16,22.36,0,6,0,13,7.00,22.36,0,13,1,16,3.16,22.36,1,16,10,20,9.85,22.36
6,10,0,0,8,12.81,26.83,0,8,0,16,8.00,26.83,0,16,10,24,12.81,26.83,10,0,10,6,6.00,26.83,12,6,7,6,5.00,26.83
2,12,0,6,4,7.21,26.83,6,4,0,8,7.21,26.83,0,8,0,16,8.00,26.83,0,16,6,20,7.21,26.83,6,20,12,24,7.21,26.83
7,0,0,0,8,8.00,38.01,22,0,22,7,7.00,38.01,0,8,22,7,22.02,38.01,0,8,1,31,23.02,38.01,22,7,22,29,22.00,38.01
9,0,0,0,23,23.00,39.41,0,23,2,32,9.22,39.41,2,32,23,24,22.47,39.41,23,24,23,15,9.00,39.41,23,15,0,6,24.70,39.41
4,0,0,0,15,15.00,34.41,0,15,0,27,12.00,34.41,0,15,20,15,20.00,34.41,0,27,18,25,18.11,34.41,0,0,7,-1,7.07,34.41
1,0,0,0,23,23.00,30.81,7,0,7,8,8.00,30.81,0,23,7,8,16.55,30.81,0,23,0,30,7.00,30.81,7,8,0,30,23.09,30.81
7,0,0,0,6,6.00,26.42,13,0,13,11,11.00,26.42,0,6,13,11,13.93,26.42,0,6,2,20,14.14,26.42,13,11,11,23,12.17,26.42
9,0,0,0,25,25.00,49.09,0,25,1,41,16.03,49.09,1,41,27,33,27.20,49.09,27,33,27,22,11.00,49.09,27,22,0,11,29.15,49.09
4,0,0,0,11,11.00,26.40,0,11,1,21,10.05,26.40,0,11,16,11,16.00,26.40,1,21,8,21,7.00,26.40,0,0,10,0,10.00,26.40
3,0,0,0,39,39.00,45.28,0,39,17,30,19.24,45.28,17,30,23,20,11.66,45.28,23,20,17,10,11.66,45.28,17,10,0,0,19.72,45.28
3,0,0,2,38,38.05,53.04,2,38,17,30,17.00,53.04,17,30,37,19,22.83,53.04,37,19,17,10,21.93,53.04,17,10,0,0,19.72,53.04
7,0,0,0,12,12.00,34.89,16,0,16,15,15.00,34.89,0,12,16,15,16.28,34.89,0,12,1,25,13.04,34.89,16,15,15,31,16.03,34.89
4,0,0,0,13,13.00,37.64,0,13,0,27,14.00,37.64,0,13,23,15,23.09,37.64,0,27,13,29,13.15,37.64,0,0,24,0,24.00,37.64
7,0,0,0,22,22.00,45.19,17,0,17,12,12.00,45.19,0,22,17,12,19.72,45.19,0,22,0,41,19.00,45.19,17,12,19,21,9.22,45.19
4,0,0,0,11,11.00,28.28,0,11,1,20,9.06,28.28,0,11,9,11,9.00,28.28,1,20,20,18,19.10,28.28,0,0,18,2,18.11,28.28
7,0,0,0,25,25.00,41.44,11,0,12,15,15.03,41.44,0,25,12,15,15.62,41.44,0,25,1,39,14.04,41.44,12,15,14,31,16.12,41.44
6,25,0,0,17,30.23,56.82,0,17,0,34,17.00,56.82,0,34,25,50,29.68,56.82,25,0,27,8,8.25,56.82,27,8,23,8,4.00,56.82
3,0,0,0,24,24.00,27.78,0,24,10,18,11.66,27.78,10,18,14,12,7.21,27.78,14,12,10,6,7.21,27.78,10,6,0,0,11.66,27.78
4,0,0,0,14,14.00,35.51,0,14,1,28,14.04,35.51,0,14,7,13,7.07,35.51,1,28,19,30,18.11,35.51,0,0,10,0,10.00,35.51
2,16,0,11,3,5.83,25.61,11,3,0,6,11.40,25.61,0,6,0,13,7.00,25.61,0,13,11,16,11.40,25.61,11,16,16,20,6.40,25.61
6,7,0,0,5,8.60,17.80,0,5,0,10,5.00,17.80,0,10,7,14,8.06,17.80,7,0,9,6,6.32,17.80,11,6,4,6,7.00,17.80
7,0,0,0,10,10.00,35.36,13,0,15,13,13.15,35.36,0,10,15,13,15.30,35.36,0,10,0,31,21.00,35.36,15,13,17,28,15.13,35.36
7,0,0,0,13,13.00,43.83,25,0,25,16,16.00,43.83,0,13,25,16,25.18,43.83,0,13,0,36,23.00,43.83,25,16,24,24,8.06,43.83
1,0,0,0,12,12.00,38.90,11,0,12,11,11.05,38.90,0,12,12,11,12.04,38.90,0,12,10,37,26.93,38.90,12,11,10,37,26.08,38.90
7,0,0,0,10,10.00,36.14,9,0,9,12,12.00,36.14,0,10,9,12,9.22,36.14,0,10,2,35,25.08,36.14,9,12,7,33,21.10,36.14
2,17,0,9,6,10.00,38.01,9,6,0,12,10.82,38.01,0,12,0,23,11.00,38.01,0,23,9,29,10.82,38.01,9,29,17,34,9.43,38.01
6,24,0,0,16,28.84,54.12,0,16,0,32,16.00,54.12,0,32,24,48,28.84,54.12,24,0,25,10,10.05,54.12,25,10,22,10,3.00,54.12
3,0,0,1,32,32.02,41.23,1,32,14,24,15.26,41.23,14,24,26,16,14.42,41.23,26,16,14,8,14.42,41.23,14,8,0,0,16.12,41.23
7,0,0,0,20,20.00,36.36,17,0,19,9,9.22,36.36,0,20,19,9,21.95,36.36,0,20,2,31,11.18,36.36,19,9,19,19,10.00,36.36
4,0,0,0,20,20.00,33.60,0,20,1,27,7.07,33.60,0,20,20,20,20.00,33.60,1,27,17,25,16.12,33.60,0,0,17,0,17.00,33.60
7,0,0,0,14,14.00,44.72,19,0,19,18,18.00,44.72,0,14,19,18,19.42,44.72,0,14,2,37,23.09,44.72,19,18,20,40,22.02,44.72
3,0,0,0,23,23.00,25.94,0,23,10,18,11.18,25.94,10,18,12,12,6.32,25.94,12,12,10,6,6.32,25.94,10,6,0,0,11.66,25.94
4,0,0,0,12,12.00,26.40,0,12,2,22,10.20,26.40,0,12,9,10,9.22,26.40,2,22,9,22,7.00,26.40,0,0,11,-2,11.18,26.40
7,0,0,0,14,14.00,33.54,13,0,15,17,17.12,33.54,0,14,15,17,15.30,33.54,0,14,0,30,16.00,33.54,15,17,15,24,7.00,33.54
7,0,0,0,25,25.00,43.01,23,0,25,6,6.32,43.01,0,25,25,6,31.40,43.01,0,25,1,35,10.05,43.01,25,6,25,18,12.00,43.01
4,0,0,0,25,25.00,44.82,0,25,2,35,10.20,44.82,0,25,20,24,20.02,44.82,2,35,17,33,15.13,44.82,0,0,28,2,28.07,44.82
9,0,0,0,35,35.00,54.92,0,35,0,54,19.00,54.92,0,54,10,48,11.66,54.92,10,48,10,39,9.00,54.92,10,39,0,30,13.45,54.92
4,0,0,0,9,9.00,27.80,0,9,1,22,13.04,27.80,0,9,9,9,9.00,27.80,1,22,8,21,7.07,27.80,0,0,17,0,17.00,27.80
4,0,0,0,19,19.00,52.40,0,19,1,39,20.02,52.40,0,19,34,19,34.00,52.40,1,39,35,38,34.01,52.40,0,0,18,0,18.00,52.40
3,0,0,1,22,22.02,26.63,1,22,10,18,9.85,26.63,10,18,15,11,8.60,26.63,15,11,10,6,7.07,26.63,10,6,0,0,11.66,26.63
7,0,0,0,12,12.00,29.73,8,0,10,9,9.22,29.73,0,12,10,9,10.44,29.73,0,12,2,28,16.12,29.73,10,9,8,20,11.18,29.73
3,0,0,0,29,29.00,32.20,0,29,12,21,14.42,32.20,12,21,14,14,7.28,32.20,14,14,12,7,7.28,32.20,12,7,0,0,13.89,32.20
1,0,0,0,25,25.00,40.16,11,0,13,30,30.07,40.16,0,25,13,30,13.93,40.16,0,25,1,38,13.04,40.16,13,30,1,38,14.42,40.16
6,13,0,0,9,15.81,30.53,0,9,0,18,9.00,30.53,0,18,13,26,15.26,30.53,13,0,15,6,6.32,30.53,16,6,12,6,4.00,30.53
7,0,0,0,12,12.00,31.91,17,0,17,6,6.00,31.91,0,12,17,6,18.03,31.91,0,12,1,27,15.03,31.91,17,6,17,21,15.00,31.91
4,0,0,0,20,20.00,44.20,0,20,2,34,14.14,44.20,0,20,27,21,27.02,44.20,2,34,15,34,13.00,44.20,0,0,12,-1,12.04,44.20
7,0,0,0,14,14.00,46.87,25,0,26,14,14.04,46.87,0,14,26,14,26.00,46.87,0,14,0,28,14.00,46.87,26,14,26,39,25.00,46.87
4,0,0,0,11,11.00,25.00,0,11,2,20,9.22,25.00,0,11,12,12,12.04,25.00,2,20,15,18,13.15,25.00,0,0,12,1,12.04,25.00
7,0,0,0,13,13.00,43.05,19,0,21,12,12.17,43.05,0,13,21,12,21.02,43.05,0,13,0,37,24.00,43.05,21,12,22,24,12.04,43.05
9,0,0,0,29,29.00,39.22,0,29,1,37,8.06,39.22,1,37,13,35,12.17,39.22,13,35,13,30,5.00,39.22,13,30,0,25,13.93,39.22
4,0,0,0,9,9.00,24.84,0,9,0,17,8.00,24.84,0,9,15,10,15.03,24.84,0,17,8,19,8.25,24.84,0,0,16,0,16.00,24.84
3,0,0,2,29,29.07,32.20,2,29,12,21,12.81,32.20,12,21,14,14,7.28,32.20,14,14,12,7,7.28,32.20,12,7,0,0,13.89,32.20
4,0,0,0,12,12.00,32.65,0,12,1,28,16.03,32.65,0,12,14,12,14.00,32.65,1,28,15,29,14.04,32.65,0,0,14,2,14.14,32.65
2,20,0,4,5,16.76,34.41,4,5,0,10,6.40,34.41,0,10,0,19,9.00,34.41,0,19,4,24,6.40,34.41,4,24,20,28,16.49,34.41
7,0,0,0,12,12.00,27.78,13,0,13,11,11.00,27.78,0,12,13,11,13.04,27.78,0,12,1,24,12.04,27.78,13,11,14,21,10.05,27.78
6,9,0,0,7,11.40,22.36,0,7,0,14,7.00,22.36,0,14,9,20,10.82,22.36,9,0,10,11,11.05,22.36,10,11,5,11,5.00,22.36
4,0,0,0,7,7.00,24.04,0,7,2,17,10.20,24.04,0,7,16,7,16.00,24.04,2,17,17,16,15.03,24.04,0,0,13,2,13.15,24.04
7,0,0,0,14,14.00,41.79,14,0,15,15,15.03,41.79,0,14,15,15,15.03,41.79,0,14,2,39,25.08,41.79,15,15,15,25,10.00,41.79
2,15,0,9,4,7.21,30.02,9,4,0,8,9.85,30.02,0,8,0,17,9.00,30.02,0,17,9,21,9.85,30.02,9,21,15,26,7.81,30.02
1,0,0,0,6,6.00,24.41,18,0,20,9,9.22,24.41,0,6,20,9,20.22,24.41,0,6,18,14,19.70,24.41,20,9,18,14,5.39,24.41
7,0,0,0,7,7.00,33.42,19,0,21,12,12.17,33.42,0,7,21,12,21.59,33.42,0,7,2,26,19.10,33.42,21,12,21,20,8.00,33.42
4,0,0,0,12,12.00,37.44,0,12,0,29,17.00,37.44,0,12,12,12,12.00,37.44,0,29,21,28,21.02,37.44,0,0,21,-2,21.10,37.44
6,10,0,0,7,12.21,24.60,0,7,0,14,7.00,24.60,0,14,10,22,12.81,24.60,10,0,9,7,7.07,24.60,11,7,6,7,5.00,24.60
4,0,0,0,24,24.00,44.41,0,24,0,35,11.00,44.41,0,24,26,24,26.00,44.41,0,35,17,36,17.03,44.41,0,0,8,0,8.00,44.41
9,0,0,0,24,24.00,40.50,0,24,0,38,14.00,40.50,0,38,14,31,15.65,40.50,14,31,14,24,7.00,40.50,14,24,0,17,15.65,40.50
7,0,0,0,11,11.00,26.25,6,0,8,13,13.15,26.25,0,11,8,13,8.25,26.25,0,11,1,17,6.08,26.25,8,13,7,25,12.04,26.25
9,0,0,0,37,37.00,46.24,0,37,1,43,6.08,46.24,1,43,17,34,18.36,46.24,17,34,17,21,13.00,46.24,17,21,0,8,21.40,46.24
7,0,0,0,7,7.00,24.04,6,0,6,8,8.00,24.04,0,7,6,8,6.08,24.04,0,7,1,13,6.08,24.04,6,8,7,23,15.03,24.04
6,35,0,0,17,38.91,62.20,0,17,0,34,17.00,62.20,0,34,35,50,38.48,62.20,35,0,36,6,6.08,62.20,37,6,31,6,6.00,62.20
4,0,0,0,8,8.00,30.02,0,8,1,24,16.03,30.02,0,8,9,6,9.22,30.02,1,24,14,26,13.15,30.02,0,0,15,0,15.00,30.02
1,0,0,0,13,13.00,40.50,13,0,14,11,11.05,40.50,0,13,14,11,14.14,40.50,0,13,3,38,25.18,40.50,14,11,3,38,29.15,40.50
9,0,0,0,32,32.00,59.94,0,32,2,53,21.10,59.94,2,53,28,45,27.20,59.94,28,45,28,35,10.00,59.94,28,35,0,25,29.73,59.94
9,0,0,0,31,31.00,48.30,0,31,1,43,12.04,48.30,1,43,22,37,21.84,48.30,22,37,22,29,8.00,48.30,22,29,0,21,23.41,48.30
3,0,0,2,36,36.06,43.83,2,36,16,27,16.64,43.83,16,27,25,18,12.73,43.83,25,18,16,9,12.73,43.83,16,9,0,0,18.36,43.83
4,0,0,0,15,15.00,37.54,0,15,2,28,13.15,37.54,0,15,25,15,25.00,37.54,2,28,10,28,8.00,37.54,0,0,22,0,22.00,37.54
4,0,0,0,15,15.00,34.48,0,15,1,29,14.04,34.48,0,15,17,15,17.00,34.48,1,29,7,28,6.08,34.48,0,0,11,-1,11.05,34.48
7,0,0,0,25,25.00,44.38,16,0,16,27,27.00,44.38,0,25,16,27,16.12,44.38,0,25,2,41,16.12,44.38,16,27,17,41,14.04,44.38
2,16,0,5,5,12.08,35.78,5,5,0,10,7.07,35.78,0,10,0,21,11.00,35.78,0,21,5,26,7.07,35.78,5,26,16,32,12.53,35.78
6,32,0,0,13,34.54,50.33,0,13,0,26,13.00,50.33,0,26,32,38,34.18,50.33,32,0,30,7,7.28,50.33,33,7,29,7,4.00,50.33
7,0,0,0,20,20.00,43.17,9,0,10,8,8.06,43.17,0,20,10,8,15.62,43.17,0,20,1,42,22.02,43.17,10,8,10,20,12.00,43.17
7,0,0,0,24,24.00,49.34,15,0,15,22,22.00,49.34,0,24,15,22,15.13,49.34,0,24,1,34,10.05,49.34,15,22,15,47,25.00,49.34
4,0,0,0,9,9.00,25.50,0,9,1,18,9.06,25.50,0,9,7,10,7.07,25.50,1,18,9,18,8.00,25.50,0,0,17,-1,17.03,25.50
6,16,0,0,7,17.46,26.91,0,7,0,14,7.00,26.91,0,14,16,20,17.09,26.91,16,0,17,9,9.06,26.91,18,9,13,9,5.00,26.91
4,0,0,0,20,20.00,54.20,0,20,2,41,21.10,54.20,0,20,33,22,33.06,54.20,2,41,10,42,8.06,54.20,0,0,8,-1,8.06,54.20
1,0,0,0,11,11.00,19.70,8,0,8,7,7.00,19.70,0,11,8,7,8.94,19.70,0,11,3,18,7.62,19.70,8,7,3,18,12.08,19.70
4,0,0,0,20,20.00,58.05,0,20,2,43,23.09,58.05,0,20,19,22,19.10,58.05,2,43,26,43,24.00,58.05,0,0,39,0,39.00,58.05
3,0,0,0,37,37.00,45.22,0,37,16,27,18.87,45.22,16,27,26,18,13.45,45.22,26,18,16,9,13.45,45.22,16,9,0,0,18.36,45.22
7,0,0,0,13,13.00,32.70,11,0,13,12,12.17,32.70,0,13,13,12,13.04,32.70,0,13,0,27,14.00,32.70,13,12,11,30,18.11,32.70
6,14,0,0,11,17.80,37.58,0,11,0,22,11.00,37.58,0,22,14,34,18.44,37.58,14,0,14,11,11.00,37.58,16,11,9,11,7.00,37.58
4,0,0,0,12,12.00,36.07,0,12,2,26,14.14,36.07,0,12,9,10,9.22,36.07,2,26,25,26,23.00,36.07,0,0,24,0,24.00,36.07
7,0,0,0,8,8.00,39.82,25,0,25,12,12.00,39.82,0,8,25,12,25.32,39.82,0,8,1,22,14.04,39.82,25,12,25,31,19.00,39.82
7,0,0,0,25,25.00,44.28,16,0,17,30,30.02,44.28,0,25,17,30,17.72,44.28,0,25,0,38,13.00,44.28,17,30,19,40,10.20,44.28
7,0,0,0,23,23.00,50.12,22,0,24,8,8.25,50.12,0,23,24,8,28.30,50.12,0,23,1,44,21.02,50.12,24,8,23,24,16.03,50.12
9,0,0,0,24,24.00,34.54,0,24,0,32,8.00,34.54,0,32,13,27,13.93,34.54,13,27,13,21,6.00,34.54,13,21,0,15,14.32,34.54
6,27,0,0,11,29.15,43.42,0,11,0,22,11.00,43.42,0,22,27,34,29.55,43.42,27,0,25,8,8.25,43.42,27,8,24,8,3.00,43.42
3,0,0,0,33,33.00,36.67,0,33,14,24,16.64,36.67,14,24,16,16,8.25,36.67,16,16,14,8,8.25,36.67,14,8,0,0,16.12,36.67
4,0,0,0,17,17.00,38.28,0,17,2,32,15.13,38.28,0,17,21,17,21.00,38.28,2,32,15,31,13.04,38.28,0,0,21,0,21.00,38.28
7,0,0,0,17,17.00,30.48,18,0,20,7,7.28,30.48,0,17,20,7,22.36,30.48,0,17,0,23,6.00,30.48,20,7,19,14,7.07,30.48
4,0,0,0,6,6.00,25.00,0,6,1,19,13.04,25.00,0,6,13,5,13.04,25.00,1,19,14,17,13.15,25.00,0,0,15,-1,15.03,25.00
7,0,0,0,15,15.00,31.32,9,0,9,11,11.00,31.32,0,15,9,11,9.85,31.32,0,15,1,24,9.06,31.32,9,11,8,30,19.03,31.32
6,21,0,0,16,26.40,52.39,0,16,0,32,16.00,52.39,0,32,21,48,26.40,52.39,21,0,19,6,6.32,52.39,21,6,16,6,5.00,52.39
4,0,0,0,25,25.00,41.77,0,25,0,31,6.00,41.77,0,25,17,26,17.03,41.77,0,31,28,31,28.00,41.77,0,0,23,0,23.00,41.77
4,0,0,0,17,17.00,47.01,0,17,0,37,20.00,47.01,0,17,18,17,18.00,47.01,0,37,29,37,29.00,47.01,0,0,26,0,26.00,47.01
4,0,0,0,12,12.00,28.43,0,12,0,21,9.00,28.43,0,12,9,11,9.06,28.43,0,21,11,22,11.05,28.43,0,0,18,1,18.03,28.43
7,0,0,0,16,16.00,31.32,6,0,8,6,6.32,31.32,0,16,8,6,12.81,31.32,0,16,2,30,14.14,31.32,8,6,9,16,10.05,31.32
9,0,0,0,23,23.00,54.64,0,23,0,45,22.00,54.64,0,45,31,35,32.57,54.64,31,35,31,23,12.00,54.64,31,23,0,11,33.24,54.64
7,0,0,0,15,15.00,37.85,6,0,8,13,13.15,37.85,0,15,8,13,8.25,37.85,0,15,1,35,20.02,37.85,8,13,8,37,24.00,37.85
3,0,0,0,26,26.00,29.07,0,26,10,18,12.81,29.07,10,18,13,13,5.83,29.07,13,13,10,6,7.62,29.07,10,6,0,0,11.66,29.07
3,0,0,1,21,21.02,23.26,1,21,9,15,10.00,23.26,9,15,10,10,5.10,23.26,10,10,9,5,5.10,23.26,9,5,0,0,10.30,23.26
4,0,0,0,24,24.00,42.43,0,24,1,30,6.08,42.43,0,24,15,23,15.03,42.43,1,30,30,29,29.02,42.43,0,0,14,0,14.00,42.43
2,15,0,3,5,13.00,31.76,3,5,0,10,5.83,31.76,0,10,0,19,9.00,31.76,0,19,3,24,5.83,31.76,3,24,15,28,12.65,31.76
6,13,0,0,8,15.26,27.78,0,8,0,16,8.00,27.78,0,16,13,24,15.26,27.78,13,0,12,8,8.06,27.78,14,8,9,8,5.00,27.78
9,0,0,0,34,34.00,45.88,0,34,0,44,10.00,45.88,0,44,13,38,14.32,45.88,13,38,13,30,8.00,45.88,13,30,0,22,15.26,45.88
7,0,0,0,10,10.00,21.95,9,0,11,8,8.25,21.95,0,10,11,8,11.18,21.95,0,10,2,19,9.22,21.95,11,8,9,16,8.25,21.95
4,0,0,0,20,20.00,39.56,0,20,0,36,16.00,39.56,0,20,7,19,7.07,39.56,0,36,9,38,9.22,39.56,0,0,11,1,11.05,39.56
7,0,0,0,19,19.00,37.00,12,0,12,11,11.00,37.00,0,19,12,11,14.42,37.00,0,19,1,35,16.03,37.00,12,11,11,34,23.02,37.00
2,14,0,9,3,5.83,24.41,9,3,0,6,9.49,24.41,0,6,0,13,7.00,24.41,0,13,9,16,9.49,24.41,9,16,14,20,6.40,24.41
4,0,0,0,23,23.00,46.23,0,23,2,36,13.15,46.23,0,23,9,21,9.22,46.23,2,36,14,35,12.04,46.23,0,0,29,1,29.02,46.23
1,0,0,0,24,24.00,37.95,10,0,12,7,7.28,37.95,0,24,12,7,20.81,37.95,0,24,5,36,13.00,37.95,12,7,5,36,29.83,37.95
3,0,0,2,26,26.08,36.07,2,26,10,18,11.31,36.07,10,18,25,13,15.81,36.07,25,13,10,6,16.55,36.07,10,6,0,0,11.66,36.07
3,0,0,2,36,36.06,40.25,2,36,16,27,16.64,40.25,16,27,18,18,9.22,40.25,18,18,16,9,9.22,40.25,16,9,0,0,18.36,40.25
7,0,0,0,25,25.00,48.05,7,0,8,21,21.02,48.05,0,25,8,21,8.94,48.05,0,25,1,47,22.02,48.05,8,21,10,40,19.10,48.05
4,0,0,0,11,11.00,42.45,0,11,2,30,19.10,42.45,0,11,12,11,12.00,42.45,2,30,22,30,20.00,42.45,0,0,29,-1,29.02,42.45
7,0,0,0,24,24.00,52.39,19,0,19,7,7.00,52.39,0,24,19,7,25.50,52.39,0,24,0,48,24.00,52.39,19,7,21,18,11.18,52.39
9,0,0,0,33,33.00,59.51,0,33,2,54,21.10,59.51,2,54,25,47,24.04,59.51,25,47,25,38,9.00,59.51,25,38,0,29,26.57,59.51
1,0,0,0,9,9.00,37.01,22,0,23,8,8.06,37.01,0,9,23,8,23.02,37.01,0,9,18,29,26.91,37.01,23,8,18,29,21.59,37.01
3,0,0,2,24,24.08,28.30,2,24,10,18,10.00,28.30,10,18,15,12,7.81,28.30,15,12,10,6,7.81,28.30,10,6,0,0,11.66,28.30
7,0,0,0,23,23.00,40.61,23,0,25,9,9.22,40.61,0,23,25,9,28.65,40.61,0,23,0,32,9.00,40.61,25,9,25,20,11.00,40.61
